file	hierarchy	component	active	text	classification	writer	translate	panel	font_guid
Assets/Scenes/MainScene.unity	UI面板/作弊工具BG/第二层_log记录面板/InputField (TMP)	TextMeshPro	1	顺劈斧攻击异常_接线冒烟	运行时覆写	CheatToolPanelController	是	作弊工具	
Assets/Scenes/MainScene.unity	UI面板/右键描述/敌方描述专用BG/敌人卡模板占位/__InspectLiveFace/Front/血量数值	TextMeshPro	1	12	模板占位	层级/对象名含「模板」	否(数字/符号)	右键详述	cb1d1a3d491188d4097d2022d71b5fed
Assets/Scenes/MainScene.unity	UI面板/局内功能菜单BG/功能模块/退出游戏/text (2)	TextMeshPro	1	关闭游戏	静态标签	脚本中未发现 FindTmp/路径绑定	是	局内功能菜单	cb1d1a3d491188d4097d2022d71b5fed
Assets/Scenes/MainScene.unity	UI面板/右键描述/敌方描述专用BG/敌人卡模板占位/Front/介绍区域/标准世界文字	TextMeshPro	1	治疗药水治疗药水治疗药水治疗药水	模板占位	层级/对象名含「模板」	是	右键详述	d9985e93d93d3f24986f77741240fd50
Assets/Scenes/MainScene.unity	UI面板/右键描述/敌方描述专用BG/UI槽位/框1 (1)/牌组介绍	TextMeshPro	1	背景介绍	运行时覆写	CardInspectOverlayPresenter	是	右键详述	cdd0cda0e61ff35418bf0e0d5163c487
Assets/Scenes/MainScene.unity	UI面板/作弊工具BG/第二层_添加卡菜单/InputField (TMP)/Text Area/Placeholder	TextMeshProUGUI	1	Enter text...	模板占位	层级/对象名含「Placeholder」	待确认(英文)	作弊工具	cdd0cda0e61ff35418bf0e0d5163c487
Assets/Scenes/MainScene.unity	玩家信息/血条/血量数值（满血）	TextMeshPro	1	10	运行时覆写	PlayerInfoHudPresenter	否(数字/符号)	HUD	cb1d1a3d491188d4097d2022d71b5fed
Assets/Scenes/MainScene.unity	UI面板/作弊工具BG/第二层_log记录面板/Button/Text (TMP)	TextMeshProUGUI	1	记录log	运行时覆写	CheatToolPanelController	是	作弊工具	cdd0cda0e61ff35418bf0e0d5163c487
Assets/Scenes/MainScene.unity	<GO:0>	TextMeshPro	1		静态标签	脚本中未发现 FindTmp/路径绑定	否(空)	其他	
Assets/Scenes/MainScene.unity	UI面板/局内功能菜单BG/功能模块/回到主菜单/text (3)	TextMeshPro	1	回到主菜单\n	静态标签	脚本中未发现 FindTmp/路径绑定	是	主菜单 MainPanel	cb1d1a3d491188d4097d2022d71b5fed
Assets/Scenes/MainScene.unity	UI面板/右键描述/敌方描述专用BG/敌人卡模板占位/__InspectLiveFace/Front/攻击数值	TextMeshPro	1	12	模板占位	层级/对象名含「模板」	否(数字/符号)	右键详述	cb1d1a3d491188d4097d2022d71b5fed
Assets/Scenes/MainScene.unity	UI面板/右键描述/敌方描述专用BG/UI槽位/框1/背景介绍	TextMeshPro	1	背景介	运行时覆写	CardInspectOverlayPresenter	是	右键详述	cdd0cda0e61ff35418bf0e0d5163c487
Assets/Scenes/MainScene.unity	UI面板/局内功能菜单BG/存档/读档模块/加载/text (2)	TextMeshPro	1	保存\n	静态标签	代码路径常量引用「存档/读档模块」	是	局内功能菜单	cb1d1a3d491188d4097d2022d71b5fed
Assets/Scenes/MainScene.unity	UI面板/右键描述/敌方描述专用BG/敌人卡模板占位/__InspectLiveFace/Front/护甲数值	TextMeshPro	1	12	模板占位	层级/对象名含「模板」	否(数字/符号)	右键详述	cb1d1a3d491188d4097d2022d71b5fed
Assets/Scenes/MainScene.unity	UI面板/右键描述/敌方描述专用BG/敌人卡模板占位/__InspectLiveFace/Front/名字	TextMeshPro	1	浣熊\n	模板占位	层级/对象名含「模板」	是	右键详述	d9985e93d93d3f24986f77741240fd50
Assets/Scenes/MainScene.unity	UI面板/右键描述/敌方描述专用BG/敌人卡模板占位/__InspectLiveFace/Front/行动计数	TextMeshPro	1	12	模板占位	层级/对象名含「模板」	否(数字/符号)	右键详述	cb1d1a3d491188d4097d2022d71b5fed
Assets/Scenes/MainScene.unity	玩家信息/金币/金币数值	TextMeshPro	1	0	运行时覆写	PlayerInfoHudPresenter	否(数字/符号)	HUD	cb1d1a3d491188d4097d2022d71b5fed
Assets/Scenes/MainScene.unity	UI面板/右键描述/常规描述BG/UI槽位/背景介绍框/背景介绍	TextMeshPro	1	背景介绍	运行时覆写	CardInspectOverlayPresenter	是	右键详述	cdd0cda0e61ff35418bf0e0d5163c487
Assets/Scenes/MainScene.unity	UI面板/右键描述/敌方描述专用BG/敌人卡模板占位/__InspectLiveFace/Front/描述	TextMeshPro	1	测试环境的数据可能重叠的？	模板占位	层级/对象名含「模板」	是	右键详述	d9985e93d93d3f24986f77741240fd50
Assets/Scenes/MainScene.unity	UI面板/作弊工具BG/第二层_添加卡菜单/InputField (TMP)/Text Area/Text	TextMeshProUGUI	1	​	运行时覆写	CheatToolPanelController	否(符号)	作弊工具	cdd0cda0e61ff35418bf0e0d5163c487
Assets/Scenes/MainScene.unity	UI面板/局内功能菜单BG/音量模块/SFX音量滑条 (1)/text (1)	TextMeshPro	1	SFX	静态标签	脚本中未发现 FindTmp/路径绑定	待确认(英文)	局内功能菜单	cb1d1a3d491188d4097d2022d71b5fed
Assets/Scenes/MainScene.unity	UI面板/右键描述/敌方描述专用BG/敌人卡模板占位/Front/横幅/名字	TextMeshPro	1	治疗药水	模板占位	层级/对象名含「模板」	是	右键详述	d9985e93d93d3f24986f77741240fd50
Assets/Scenes/MainScene.unity	UI面板/局内功能菜单BG/音量模块/bgm音量滑条/text	TextMeshPro	1	BGM	静态标签	脚本中未发现 FindTmp/路径绑定	待确认(英文)	局内功能菜单	cb1d1a3d491188d4097d2022d71b5fed
Assets/Scenes/MainScene.unity	UI面板/作弊工具BG/第二层_log记录面板/notice text	TextMeshProUGUI	1	log 记录成功！\n已保存 3 个文件到：\nC:/Users/jinji/Documents/GitHub/Ninegrid-Gambit/Assets\Notes\Logs\ManualBugSnapshots\!!!AI-BUG-REPORT!!!-20260808-082245_顺劈斧攻击异常_接线冒烟	运行时覆写	CheatToolPanelController	是	作弊工具	cdd0cda0e61ff35418bf0e0d5163c487
Assets/Scenes/MainScene.unity	UI面板/作弊工具BG/第二层_添加卡菜单/InputField (TMP)	TextMeshPro	1		运行时覆写	CheatToolPanelController	否(空)	作弊工具	
Assets/Scenes/MainScene.unity	UI面板/局内功能菜单BG/存档/读档模块/UI槽位/加载条目模板/text (4)	TextMeshPro	1	2026年7月24日19:39  兵大哥\n	模板占位	层级/对象名含「模板」	是	局内功能菜单	cb1d1a3d491188d4097d2022d71b5fed
Assets/Scenes/MainScene.unity	玩家信息/血条/血量数值（当前）	TextMeshPro	1	10	运行时覆写	PlayerInfoHudPresenter	否(数字/符号)	HUD	cb1d1a3d491188d4097d2022d71b5fed
Assets/Scenes/MainScene.unity	UI面板/右键描述/常规描述BG/道具卡标准模版/Front/横幅/名字	TextMeshPro	1	治疗药水	模板占位	层级/对象名含「模版」	是	右键详述	d9985e93d93d3f24986f77741240fd50
Assets/Scenes/MainScene.unity	UI面板/右键描述/常规描述BG/道具卡标准模版/Front/介绍区域/标准世界文字	TextMeshPro	1	治疗药水治疗药水治疗药水治疗药水	模板占位	层级/对象名含「模版」	是	右键详述	d9985e93d93d3f24986f77741240fd50
Assets/Scenes/MainScene.unity	UI面板/战斗信息展示BG/玩家/房间信息 (1)/标准世界文字	TextMeshPro	1	玩家：	静态标签	代码路径常量引用「战斗信息展示BG」	是	其他	
Assets/Scenes/MainScene.unity	UI面板/作弊工具BG/第一层主面板/一键跨层选项/作弊工具提示 (1)/标准世界文字	TextMeshPro	1	前往下一层	运行时覆写	CheatToolPanelController	是	作弊工具	
Assets/Scenes/MainScene.unity	UI面板/作弊工具BG/第一层主面板/回复满血选项/作弊工具提示 (1)/标准世界文字	TextMeshPro	1	回复满血	运行时覆写	CheatToolPanelController	是	作弊工具	
Assets/Scenes/MainScene.unity	Panels/MainPanel/副标题文字/标准世界文字	TextMeshPro	1	— 九宫地下城 —	静态标签	代码路径常量引用「副标题文字」	是	主菜单 MainPanel	
Assets/Scenes/MainScene.unity	UI面板/作弊工具BG/第一层主面板/战斗加卡选项/作弊工具提示 (1)/标准世界文字	TextMeshPro	1	战斗加卡	运行时覆写	CheatToolPanelController	是	作弊工具	
Assets/Scenes/MainScene.unity	UI面板/战斗信息展示BG/环境/房间信息 (1)/标准世界文字	TextMeshPro	1	环境：	静态标签	代码路径常量引用「战斗信息展示BG」	是	其他	
Assets/Scenes/MainScene.unity	UI面板/作弊工具BG/标题/标准世界文字	TextMeshPro	1	作弊面板	运行时覆写	CheatToolPanelController	是	作弊工具	
Assets/Scenes/MainScene.unity	楼层提示/小房间提示/标准世界文字	TextMeshPro	1	常规战斗房间	静态标签	标准世界文字实例，脚本未绑定写入	是	其他	
Assets/Scenes/MainScene.unity	UI面板/作弊工具BG/第一层主面板/记录log选项/作弊工具提示 (1)/标准世界文字	TextMeshPro	1	记录log	运行时覆写	CheatToolPanelController	是	作弊工具	
Assets/Scenes/MainScene.unity	UI面板/作弊工具BG/第一层主面板/无限金币选项/作弊工具提示 (1)/标准世界文字	TextMeshPro	1	无限金币	运行时覆写	CheatToolPanelController	是	作弊工具	
Assets/Scenes/MainScene.unity	Anchors/CardHandAnchors/CardRecycleNotice/标准世界文字 (2)/标准世界文字	TextMeshPro	1	+10	静态标签	标准世界文字实例，脚本未绑定写入	否(数字/符号)	其他	
Assets/Scenes/MainScene.unity	UI面板/作弊工具BG/第一层主面板/一键清关选项/作弊工具提示 (1)/标准世界文字	TextMeshPro	1	一键清关	运行时覆写	CheatToolPanelController	是	作弊工具	
Assets/Scenes/MainScene.unity	Panels/简要解释文字框/标准世界文字 (1)/标准世界文字	TextMeshPro	1		静态标签	代码路径常量引用「简要解释文字框」	否(空)	简要解释	
Assets/Scenes/MainScene.unity	楼层提示/大楼层提示/标准世界文字	TextMeshPro	1	楼层·Ⅱ\n	静态标签	标准世界文字实例，脚本未绑定写入	是	其他	
Assets/Scenes/MainScene.unity	Panels/MainPanel/QuitGame/按钮文字/标准世界文字	TextMeshPro	1	退出游戏	静态标签	标准世界文字实例，脚本未绑定写入	是	主菜单 MainPanel	
Assets/Scenes/MainScene.unity	Panels/MainPanel/StartRun/按钮文字/标准世界文字	TextMeshPro	1	开始游戏	静态标签	标准世界文字实例，脚本未绑定写入	是	主菜单 MainPanel	
Assets/Scenes/MainScene.unity	UI面板/作弊工具BG/第一层主面板/无敌模式选项 /作弊工具提示 (1)/标准世界文字	TextMeshPro	1	无敌模式	运行时覆写	CheatToolPanelController	是	作弊工具	
Assets/Scenes/MainScene.unity	UI面板/战斗信息展示BG/房间信息/标准世界文字	TextMeshPro	1	房间类型：\n楼层：\n进度：	静态标签	代码路径常量引用「战斗信息展示BG」	是	其他	
Assets/Scenes/MainScene.unity	UI面板/战斗信息展示BG/怪物/房间信息 (1)/标准世界文字	TextMeshPro	1	怪物：	静态标签	代码路径常量引用「战斗信息展示BG」	是	其他	
Assets/Scenes/MainScene.unity	Panels/MainPanel/SettingsScreen/按钮文字/标准世界文字	TextMeshPro	1	设  置	静态标签	标准世界文字实例，脚本未绑定写入	是	主菜单 MainPanel	
Assets/Scenes/MainScene.unity	Panels/MainPanel/版本号文字/标准世界文字	TextMeshPro	1	开发版 1.0	静态标签	标准世界文字实例，脚本未绑定写入	是	主菜单 MainPanel	
Assets/Prefabs/StandardUIButton.prefab	StandardUIButton/Text (TMP)	TextMeshProUGUI	1	PASS	待确认	预制体文本，未在脚本中找到明确引用	待确认(英文)	其他	cdd0cda0e61ff35418bf0e0d5163c487
Assets/Prefabs/VFX/DamageNumberPopup.prefab	DamageNumberPopup/TMP	Text	0	1	待确认	预制体文本，未在脚本中找到明确引用	否(数字/符号)	其他	21a5fd57c8c888d44ab11a871c740c02
Assets/Prefabs/攻击力.prefab	攻击力/F_UI_Gem_EmptySlot3/攻击数值	TextMeshPro	1	12	运行时覆写	CardFaceSlotNodeMap	否(数字/符号)	存档读档	cb1d1a3d491188d4097d2022d71b5fed
Assets/Prefabs/攻击数值.prefab	攻击数值	TextMeshPro	1	12	运行时覆写	CardFaceSlotNodeMap	否(数字/符号)	其他	cb1d1a3d491188d4097d2022d71b5fed
Assets/Prefabs/标准世界文字.prefab	标准世界文字	TextMeshPro	1	测试测试测试测试测试测试测试测试测试测试测试测试测试测试测试	静态标签	标准世界文字实例，脚本未绑定写入	是	其他	cdd0cda0e61ff35418bf0e0d5163c487
Assets/Prefabs/标准遗物图标模板.prefab	标准遗物图标模板/计数	TextMeshPro	1	3	模板占位	层级/对象名含「模板」	否(数字/符号)	其他(卡面/房间模板)	cb1d1a3d491188d4097d2022d71b5fed
Assets/Prefabs/血条.prefab	血条/攻击数值 (1)	TextMeshPro	1	12	运行时覆写	CardFaceSlotNodeMap	否(数字/符号)	HUD	cb1d1a3d491188d4097d2022d71b5fed
Assets/Resources/Prefabs/UI/词条详细效果信息.prefab	词条详细效果信息	TextMeshPro	1	字段介绍：	待确认	预制体文本，未在脚本中找到明确引用	是	右键详述	cdd0cda0e61ff35418bf0e0d5163c487
Assets/Resources/Prefabs/怪物卡标准模板.prefab	怪物卡标准模板/Front/行动计数/行动计数数值	TextMeshPro	1	5	模板占位	层级/对象名含「模板」	否(数字/符号)	其他(卡面/房间模板)	cb1d1a3d491188d4097d2022d71b5fed
Assets/Resources/Prefabs/怪物卡标准模板.prefab	怪物卡标准模板/Front/描述	TextMeshPro	1		模板占位	层级/对象名含「模板」	否(空)	其他(卡面/房间模板)	cdd0cda0e61ff35418bf0e0d5163c487
Assets/Resources/Prefabs/怪物卡标准模板.prefab	怪物卡标准模板/Front/血量/血量数值	TextMeshPro	1	12	模板占位	层级/对象名含「模板」	否(数字/符号)	HUD	cb1d1a3d491188d4097d2022d71b5fed
Assets/Resources/Prefabs/怪物卡标准模板.prefab	怪物卡标准模板/Front/名字	TextMeshPro	1		模板占位	层级/对象名含「模板」	否(空)	其他(卡面/房间模板)	cdd0cda0e61ff35418bf0e0d5163c487
Assets/Resources/Prefabs/怪物卡标准模板.prefab	怪物卡标准模板/Front/护甲/护甲数值	TextMeshPro	1	12	模板占位	层级/对象名含「模板」	否(数字/符号)	其他(卡面/房间模板)	cb1d1a3d491188d4097d2022d71b5fed
Assets/Resources/Prefabs/怪物卡标准模板.prefab	怪物卡标准模板/Front/攻击/攻击数值	TextMeshPro	1	12	模板占位	层级/对象名含「模板」	否(数字/符号)	其他(卡面/房间模板)	cb1d1a3d491188d4097d2022d71b5fed
Assets/Resources/Prefabs/房间选项标准模板.prefab	房间选项标准模板/Front/横幅/名字	TextMeshPro	1		模板占位	层级/对象名含「模板」	否(空)	其他(卡面/房间模板)	cdd0cda0e61ff35418bf0e0d5163c487
Assets/Resources/Prefabs/房间选项标准模板.prefab	房间选项标准模板/Front/介绍区域/标准世界文字	TextMeshPro	1		模板占位	层级/对象名含「模板」	否(空)	简要解释	cdd0cda0e61ff35418bf0e0d5163c487
Assets/Resources/Prefabs/机关卡标准模版.prefab	机关卡标准模版/Front/行动计数/行动计数数值	TextMeshPro	1	2	模板占位	层级/对象名含「模版」	否(数字/符号)	其他(卡面/房间模板)	cb1d1a3d491188d4097d2022d71b5fed
Assets/Resources/Prefabs/机关卡标准模版.prefab	机关卡标准模版/Front/横幅/名字	TextMeshPro	1		模板占位	层级/对象名含「模版」	否(空)	其他(卡面/房间模板)	cdd0cda0e61ff35418bf0e0d5163c487
Assets/Resources/Prefabs/机关卡标准模版.prefab	机关卡标准模版/Front/介绍区域/标准世界文字	TextMeshPro	1		模板占位	层级/对象名含「模版」	否(空)	简要解释	cdd0cda0e61ff35418bf0e0d5163c487
Assets/Resources/Prefabs/机关卡标准模版.prefab	机关卡标准模版/Front/血量/血量数值	TextMeshPro	1	2	模板占位	层级/对象名含「模版」	否(数字/符号)	HUD	cb1d1a3d491188d4097d2022d71b5fed
Assets/Resources/Prefabs/玩家卡标准模板.prefab	玩家卡标准模板/front/护甲数值	TextMeshPro	1	8	模板占位	层级/对象名含「模板」	否(数字/符号)	其他(卡面/房间模板)	cb1d1a3d491188d4097d2022d71b5fed
Assets/Resources/Prefabs/玩家卡标准模板.prefab	玩家卡标准模板/front/攻击数值	TextMeshPro	1	12	模板占位	层级/对象名含「模板」	否(数字/符号)	其他(卡面/房间模板)	cb1d1a3d491188d4097d2022d71b5fed
Assets/Resources/Prefabs/玩家卡标准模板.prefab	玩家卡标准模板/front/名字	TextMeshPro	1	兵大哥	模板占位	层级/对象名含「模板」	是	其他(卡面/房间模板)	cdd0cda0e61ff35418bf0e0d5163c487
Assets/Resources/Prefabs/道具卡标准模版.prefab	道具卡标准模版/Front/横幅/名字	TextMeshPro	1		模板占位	层级/对象名含「模版」	否(空)	其他(卡面/房间模板)	cdd0cda0e61ff35418bf0e0d5163c487
Assets/Resources/Prefabs/道具卡标准模版.prefab	道具卡标准模版/Front/介绍区域/标准世界文字	TextMeshPro	1		模板占位	层级/对象名含「模版」	否(空)	简要解释	cdd0cda0e61ff35418bf0e0d5163c487
Assets/Resources/Prefabs/遗物卡标准模版.prefab	遗物卡标准模版/GameObject/名字	TextMeshPro	1		模板占位	层级/对象名含「模版」	否(空)	其他(卡面/房间模板)	cdd0cda0e61ff35418bf0e0d5163c487
Assets/Resources/Prefabs/遗物卡标准模版.prefab	遗物卡标准模版/GameObject/描述面板/标准世界文字	TextMeshPro	1		模板占位	层级/对象名含「模版」	否(空)	其他(卡面/房间模板)	cdd0cda0e61ff35418bf0e0d5163c487
