tpl.skill.air_strike.slot3	Implemented	[场上] 移动到格3时对玩家造成2点伤害
tpl.skill.air_strike.slot7	Implemented	[场上] 移动到格7时对玩家造成2点伤害
tpl.skill.air_strike.slot9	Implemented	[场上] 移动到格9时对玩家造成2点伤害
tpl.skill.attrition.remove	Implemented	[场上]每有一张怪物卡[被移除时]，本卡攻击-1，血量-10
tpl.skill.beggar_bond.move	Implemented	每移动5次，将一张乞丐怪物卡洗入战斗卡组
tpl.skill.battle_hardened.damage	Implemented	[战斗时] 每累计对玩家造成2点伤害，本卡攻击+1
tpl.skill.blessing.rule	Implemented	下一次受到伤害时，该次伤害变为0
tpl.skill.bloodthirst.damage	Implemented	[战斗时] 每累计对玩家造成2点伤害，本卡攻击+1
tpl.skill.breathe_fire.move	Implemented	每移动3次，将一张烈焰加入战斗卡组
tpl.skill.call_followers.move	Implemented	每移动3次，将一张龙信徒加入战斗卡组
tpl.skill.chant.interact	Implemented	[场上]玩家卡每互动6次，将一张近战3加入战斗卡组
tpl.skill.cloud_breath.interact	Implemented	[场上]玩家卡每互动5次，移除场上所有烈焰，每移除一张对除本卡外所有卡牌造成2点伤害
tpl.skill.delivery.move	Implemented	开火窗口时，将相邻格上一张帮助卡（道具）与战斗卡组里一张怪物卡交换位置
tpl.skill.offer_fire.remove	Implemented	[场上] [被移除时]，将一张烈焰加入战斗卡组
tpl.skill.endless_flame.remove	Implemented	[场上]每有一张烈焰[被移除时]，将一张烈焰加入战斗卡组
tpl.skill.evade.battle	Implemented	[战斗后]在格1/3/7/9中有非本卡的卡牌时，随机与其中一张交换位置；全无则不触发；致死伤后不触发
tpl.skill.fall_apart.remove	Implemented	[场上] [被移除时]，将一张骷髅头和一张无头骷髅洗入战斗卡组
tpl.skill.falling_rocks.cumulative	Implemented	[场上] 本卡每累计损失满10点护甲，将一张石人军团怪物洗入战斗卡组
tpl.skill.fight_me.battle	Implemented	[场上] 处于玩家正交相邻格时，如果玩家与其他怪物卡战斗，则与本卡战斗一次
tpl.skill.find_weakness.move	Implemented	[场上] 福地数量达到3后，本卡下一次移动对玩家造成99点伤害
tpl.skill.fire_power.aura	Implemented	[场上/抽牌堆] 每有一张烈焰，本卡攻击+2
tpl.skill.first_strike.rule	Implemented	持有先手还击技能
tpl.skill.flame_boiling.rule	Implemented	[场上]玩家卡每互动5次，烈焰机关造成的伤害再+1（可叠加）
tpl.skill.flame_breath.move	Implemented	每移动4次，移除其他所有非精英非层主怪物卡；每移除一张，洗入两张烈焰到战斗卡组
tpl.skill.fracture_fall_apart.remove	Implemented	[场上] [被移除时]，将一张多骨虫和一张等级2随机怪物卡洗入战斗卡组
tpl.skill.gear_delivery.move	Implemented	开火窗口时，使随机一张其他怪物卡攻击+1或者护甲+2
tpl.skill.gift.move	Implemented	每移动3次，将一张旋转轮放入道具牌格
tpl.skill.give_punch.enter2	Implemented	[登场] 若处于格2，对玩家造成2点伤害
tpl.skill.give_punch.enter4	Implemented	[登场] 若处于格4，对玩家造成2点伤害
tpl.skill.give_punch.enter6	Implemented	[登场] 若处于格6，对玩家造成2点伤害
tpl.skill.give_punch.enter8	Implemented	[登场] 若处于格8，对玩家造成2点伤害
tpl.skill.guide.blessed_enter	Implemented	任意怪物移动到福地时获得2点护甲且攻击+1
tpl.skill.guide.create_blessed	Implemented	每移动3次，在非格5且未标记为福地的格子中随机标记1个福地
tpl.skill.hard.slot1	Implemented	[场上] 处于格1时，战斗损失护甲后对玩家造成等同损失护甲的伤害
tpl.skill.hard.slot4	Implemented	[场上] 处于格4时，战斗损失护甲后对玩家造成等同损失护甲的伤害
tpl.skill.hard.slot7	Implemented	[场上] 处于格7时，战斗损失护甲后对玩家造成等同损失护甲的伤害
tpl.skill.hot_observation.observe	Implemented	怪物卡因怪物技能改变位置时，对玩家造成1点伤害
tpl.skill.intense_burning.flame_deal	Implemented	每有一张烈焰加入战斗卡组，额外加入一张；额外加入的烈焰不再触发本效果
tpl.skill.call_melee6.interact	Implemented	[场上]玩家卡每互动5次，将一张近战6加入战斗卡组
tpl.skill.learning_growth.gain	Implemented	每当其他怪物卡获得攻击时，本卡攻击+1，且不响应学习成长自身产生的攻击增加
tpl.skill.link_armor.interact	Implemented	[场上]玩家卡每互动3次，正交相邻格上怪物卡护甲+1
tpl.skill.link_attack_bonus.rule	Implemented	[场上]若本卡正交相邻格子有其他怪物卡，则本卡攻击伤害+1
tpl.skill.love_fire.aura	Implemented	[场上] 有烈焰时，本卡攻击+4
tpl.skill.sacrifice.remove	Implemented	[场上] [被移除时]，使[场上]其他怪物卡攻击+1
tpl.skill.mixed_bones.move	Implemented	每移动5次，移除九宫格上除本卡外随机两张怪物卡，将一张等级2或等级3随机怪物卡洗入战斗卡组
tpl.skill.monster_battle_hardened.battle	Implemented	[战斗时] 本卡攻击+2
tpl.skill.orc_tactics.move	Implemented	[场上] 每移动1次，相邻怪物攻击+1；离开相邻格后加成失效
tpl.skill.otherworld_help.move	Implemented	每移动9次，从当前层其余未选中的怪物牌组中随机加入1张普通等级怪物卡到战斗卡组
tpl.skill.random_walk.move	Implemented	每移动3次，与九宫格上随机帮助卡交换位置
tpl.skill.range_expand.rule	Implemented	[场上] 所有怪物卡视为与本卡正交相邻
tpl.skill.rascality.armor_lost	Implemented	[场上] 每损失3点护甲，相邻怪物攻击+1；离开相邻格后加成失效
tpl.skill.recombine_body.move	Implemented	相邻无头骷髅时移除双方并洗入重组大骷髅（不持有散架）
tpl.skill.recombine_head.move	Implemented	相邻骷髅头时移除双方并洗入重组大骷髅（不持有散架）
tpl.skill.relentless_chase.move	Implemented	[场上] 每次移动到玩家正交相邻格时，与玩家战斗一次
tpl.skill.rolling_crush.slot3	Implemented	[场上] 移动到格3时，若格6为帮助卡，则移除该帮助卡
tpl.skill.rotate_lover.move	Implemented	每移动3次，旋转一次
tpl.skill.rise_up.damage	Implemented	[场上]本卡对玩家造成一次伤害后，随机使一张其他正面怪物卡翻面为背面
tpl.skill.purge_followers.move	Implemented	每移动2次，移除九宫格上所有的龙信徒
tpl.skill.recuperate.flip	Implemented	[场上][翻面后]若正面朝上，本卡攻击+1、护甲+2
tpl.skill.sharp_stone.armor_break	Implemented	当护甲归零时，对玩家造成1点伤害
tpl.skill.smart.gain	Implemented	每次本卡获得攻击时，本卡额外攻击+1；不响应本效果自身加成
tpl.skill.space_mastery.battle	Implemented	玩家与本卡战斗后，旋转一次
tpl.skill.stack_armor.interact	Implemented	[场上]玩家卡每互动6次，使其他[场上]怪物卡护甲+2
tpl.skill.stocking.move	Implemented	[场上] 累计移动到玩家正交相邻3次时，从战斗卡组移除一张帮助卡并获得5点护甲
tpl.skill.stone_growth.slot1	Implemented	[场上] 移动到格1时，其他怪物获得2点护甲
tpl.skill.stone_growth.slot4	Implemented	[场上] 移动到格4时，其他怪物获得2点护甲
tpl.skill.stone_growth.slot7	Implemented	[场上] 移动到格7时，其他怪物获得2点护甲
tpl.skill.stone_lover.armor_lost	Implemented	每当玩家卡或怪物卡损失护甲时，本卡攻击+1
tpl.skill.stone_shelter.rule	Implemented	[场上] 其他怪物卡受到的伤害减少1点
tpl.skill.stray_cub.first_strike	Implemented	[场上] 处于格6时，本卡获得先手还击
tpl.skill.stray_cub.slot6	Implemented	[场上] 处于格6时，本卡攻击力+2
tpl.skill.stroll.move	Implemented	每移动1次，本卡攻击+2
tpl.skill.strong_combo.move	Implemented	[场上] 每移动1次，若正交相邻有两张怪物，则移除本卡与两张怪物并洗入巨大骷髅
tpl.skill.survival_wisdom.battle	Implemented	[战斗时] 恢复1点血量，本卡攻击+1
tpl.skill.swallow_stone.move	Implemented	每移动2次，扣除相邻怪物卡1点护甲并使本卡获得等量护甲
tpl.skill.taunt.rule	Implemented	[场上] 处于玩家卡正交相邻格时，玩家只能与本卡战斗
tpl.skill.link_prep.move	Implemented	[场上]玩家卡每互动5次，移除相邻格子上道具卡
tpl.skill.link_tactics.activate	Implemented	[场上]邻接怪物攻击+1；离开邻接后失效（常驻光环，不随移动叠层）
tpl.skill.link_tactics.refresh	Implemented	[场上]邻接怪物攻击+1；离开邻接后失效（常驻光环，不随移动叠层）；任意卡移动时刷新邻接光环
tpl.skill.throw_stone.move	Implemented	每移动2次，若本卡护甲至少2，扣除2点护甲并对玩家造成2点伤害
tpl.skill.turn_world.enter	Implemented	[登场] 旋转一次
tpl.skill.unstable.move	Implemented	每移动3次，与九宫格上随机另一张怪物卡交换位置
tpl.skill.violence_maniac.move	Implemented	每移动2次，移除相邻格子上的怪物卡和帮助卡
tpl.skill.violence_nutrition.help_remove	Implemented	每依靠暴力狂移除一张帮助卡，本卡护甲+5
tpl.skill.violence_nutrition.monster_remove	Implemented	每依靠暴力狂移除一张怪物卡，本卡攻击+3
tpl.skill.leap_kill.flip	Implemented	[场上] [翻面后] 若正面朝上且正交邻接玩家，对玩家造成等同本卡攻击的伤害
tpl.skill.steal.flip	Implemented	[场上] [翻面后] 若正面朝上，随机移除邻接格子上一张帮助卡
tpl.skill.speed_up.damage	Implemented	[场上]每次本卡对玩家卡造成一次伤害，其他怪物卡的互动次数+1（倒计时-1；背面怪不加速）
tpl.skill.ranged_weapon.activate	Implemented	[战斗时]玩家交战本卡时，本卡不先手也不反击（齐射不受影响）
tpl.skill.death_summon.remove	Implemented	[场上] [被移除时]，将一张复活石打出到同格（抢在常规补牌前）
tpl.skill.lord_of_death.remove	Implemented	[场上] 每有一张怪物卡[被移除时]，将一张复活石打出到同格；自己死不补；机关卡（CardKind.Trap）不计怪物
tpl.skill.holy_duel.activate	Implemented	[场上]玩家与本卡交战后，再主动与其他怪物卡战斗，则对玩家造成2点伤害；持有者翻面或离场清标记
tpl.skill.ambush_melee.interact	Implemented	[场上]卡级开火窗口时，若本卡正面且与玩家卡正交相邻，对玩家造成等同本卡攻击的伤害并翻面
tpl.trap.revive_stone.interact	Implemented	[场上]玩家卡互动6次后，移除本卡
tpl.trap.revive_stone.remove	Implemented	[场上] 互动倒计时移除本卡时，将一张特5打出到同格（被打死不触发）
tpl.trap.rolling_stone.slot3	Implemented	[场上]移动到格3时，移除格6上的怪物（非精英非层主）/道具/机关；本卡不自移除
tpl.trap.bear_trap.fill	Implemented	[场上]正交邻格补牌时：真怪造成10点伤害；道具移除该卡；机关不影响；之后移除本卡；机关效果移除卡后该格补牌不触发
tpl.trap.flame.move	Implemented	[场上]本卡每移动1次，若正交邻玩家则对玩家造成1点伤害
tpl.trap.flame.remove	Implemented	[场上]本卡移动满3次后移除本卡
tpl.trap.attack_totem.aura_player	Implemented	[场上]邻接玩家攻击+1；离开邻接后失效（上场/发牌时施加）
tpl.trap.attack_totem.refresh_player	Implemented	[场上]邻接玩家攻击+1；任意卡移动或发牌时刷新
tpl.trap.armor_totem.aura_player	Implemented	[场上]邻接玩家护甲+1；离开邻接后失效（上场/发牌时施加）
tpl.trap.armor_totem.refresh_player	Implemented	[场上]邻接玩家护甲+1；任意卡移动或发牌时刷新
tpl.trap.recovery_totem.heal_player_on_move	Implemented	[场上]本卡移动/旋转落地后，若正交邻玩家则为玩家恢复1点血量
tpl.trap.spike.move_player	Implemented	[场上]本卡每移动1次，若正交邻玩家则对玩家造成1点伤害
tpl.trap.attack_totem.aura	Implemented	[场上]邻接真怪攻击+1；离开邻接后失效（上场/发牌时施加）
tpl.trap.attack_totem.refresh	Implemented	[场上]邻接真怪攻击+1；任意卡移动或发牌时刷新
tpl.trap.armor_totem.aura	Implemented	[场上]邻接真怪护甲+1；离开邻接后失效（上场/发牌时施加）
tpl.trap.armor_totem.refresh	Implemented	[场上]邻接真怪护甲+1；任意卡移动或发牌时刷新
tpl.trap.recovery_totem.heal_on_move	Implemented	[场上]本卡移动/旋转落地后，邻格真怪各恢复1点血量
tpl.trap.spike.move	Implemented	[场上]本卡每移动1次，邻格真怪各受到1点伤害
tpl.trap.healing_spring.heal_on_move	Implemented	[场上]本卡移动/旋转落地后，若正交邻玩家则为玩家恢复1点血量
tpl.skill.assassin_leader.rule	Implemented	[场上]本卡正面时，怪物打出到格后立刻触发本效果并将该怪翻面（仅 targetKind=Monster；领袖翻面/离场后不再触发；已在场背面不自动翻回）
tpl.skill.world_as_neighbors.rule	Implemented	[场上]所有怪物卡视为正交相邻（仅怪物技能邻接判定；不影响攻击距离/齐射几何）
tpl.help.hp_card.use	Implemented	[使用时] 永久获得2点血量上限
tpl.help.armor_card.use	Implemented	[使用时] 永久获得1点护甲
tpl.help.attack_card.use	Implemented	[使用时] 永久获得1点攻击
tpl.trap.door	Implemented	[场上]门：只承受交战中玩家出手伤害；其它伤害与直接移除无效
tpl.trap.magic_immunity	Implemented	[场上]魔免：不受任何外来「效果」影响（可被选中，效果直接失效）；仍可被玩家交战打死
tpl.trap.leave	Implemented	[场上]离开：击破本卡时置清关向标志
tpl.relic.rotten_cleave_axe.base	Implemented	攻击+1
tpl.relic.rotten_cleave_axe.cleave	Implemented	[战斗时] 对目标正交相邻怪物造成1点伤害
tpl.relic.thorn_mail.reflect	Implemented	[战斗时] 玩家损失当前护甲时对攻击者造成等量伤害
tpl.relic.muscle_counter.battle	Implemented	[战斗时] 按血量上限/10 对目标造成额外伤害
tpl.relic.golden_coffer.grant	Implemented	[获得时] 加入两张金色宝箱卡并停用本效果
tpl.relic.junk_amplifier.use	Implemented	[使用道具卡时] 本关卡攻击+1
tpl.relic.iron_shield.reduction	Implemented	伤害减免+1
tpl.relic.body_potential.hp_lost	Implemented	[受到伤害时] 每10点血量伤害洗入随机道具卡
tpl.relic.beyond_dimension.battle	Implemented	[战斗时] 旋转一次
tpl.relic.armor_strip_knife.battle	Implemented	[战斗时] 若目标当前护甲>0，本次战斗攻击+3
tpl.relic.armor_strip_knife.armor_hit	Implemented	[战斗时] 本次打击造成目标掉甲时，本次战斗攻击+3
tpl.relic.composite_armor.node_start	Implemented	[每关卡开始时] 每有三点攻击，获得1点当前护甲
tpl.relic.gold_blood.taken	Implemented	[受到伤害时] 每损失1点血量获得等量金币
tpl.relic.rpm_engine.rotate	Implemented	[旋转时] 多旋转一次（排除本遗物引发的旋转）
tpl.relic.trap_cell.move	Implemented	怪物卡移动到格1时对该怪物造成4点伤害
tpl.relic.junk_sword.kill	Implemented	[击杀怪物时] 恢复2点血量
tpl.relic.blood_cycle.taken	Implemented	[受到伤害时] 恢复2点血量
tpl.relic.blood_violence.atk	Implemented	当前血量低于上限50%时攻击+2
tpl.relic.blood_burst.taken	Implemented	[受到伤害时] 对随机怪物造成等量伤害
tpl.relic.spinning_barb.move	Implemented	怪物卡每移动一次受到1点伤害
tpl.relic.blood_regen.battle	Implemented	[战斗时] 血量低于上限50%时恢复2点血量
tpl.relic.sharp_longsword.kill	Implemented	[击杀怪物时] 本关卡攻击+1
tpl.relic.berserker_axe.double	Implemented	当前血量低于上限50%时攻击翻倍
tpl.relic.metal_blood.taken	Implemented	[受到伤害时] 损失血量后获得等量当前护甲
tpl.relic.punch_card_knife.remove	Implemented	[击杀怪物时] 每移除5张怪物卡，随机洗入一张常规道具卡到战斗卡组
tpl.relic.rotation_trick.remove	Implemented	[击杀怪物时] 每移除6张怪物卡，洗入一张旋转轮到战斗卡组
tpl.relic.terror_mask.remove	Implemented	[击杀怪物时] 本关卡每移除6张怪物卡，随机移除一张九宫格上的普通等级怪物卡
tpl.relic.junk_cycler.use	Implemented	[使用道具卡时] 每使用9张道具卡，随机洗入一张道具卡到战斗卡组
tpl.relic.junk_body.use	Implemented	[使用道具卡时] 每使用3张道具卡，获得1点血量上限
tpl.relic.blood_demon.damage	Implemented	[受到伤害时] 每受到5点伤害，获得1点血量上限
tpl.relic.terror_mask.node_start	Implemented	[每关卡开始时] 清零本关怪物移除累计
tpl.relic.forge_tool.init	Implemented	本遗物基础护甲贡献（run 内可变）
tpl.relic.forge_tool.node_start	Implemented	[每关卡开始时] 若当前护甲≥5，扣除5点当前护甲并使本遗物基础护甲永久+1
tpl.relic.golden_sword.init	Implemented	本遗物攻击贡献（run 内可变）
tpl.relic.golden_sword.battle	Implemented	[战斗时] 本遗物提供的攻击-1（最低为0）
tpl.relic.golden_sword.kill	Implemented	[击杀怪物时] 本遗物提供的攻击+1
tpl.relic.foam_armor.arm	Implemented	[受到伤害时] 本关首次当前护甲归零时，武装下一次伤害全额免疫（归零击本身不免疫）
tpl.relic.foam_armor.node_start	Implemented	[每关卡开始时] 丢弃未消耗泡沫盾并重置本关武装配额
tpl.relic.foam_armor.activate	Implemented	[获得时] 允许本关武装泡沫盾
